src-text	src-lang	tgt-text	tgt-lang	tgt-lang-var
рог	rus	paroh	ces	106
horn	eng	paroh	ces	106
Horn	deu	paroh	ces	106
horn	eng	paroh	ces	106
рог	rus	paroh	ces	106
horn	eng	paroh	ces	106
fellow	eng	partner	ces	106
fellow	eng	partner	ces	106
mate	eng	partner	ces	106
partner	eng	partner	ces	106
sidekick	eng	partner	ces	106
buddy	eng	partner	ces	106
mate	eng	partner	ces	106
partner	eng	partner	ces	106
partner	eng	partner	ces	106
sidekick	eng	partner	ces	106
spouse	eng	partner	ces	106
fellow	eng	partner	ces	106
kameraad	nld	partner	ces	106
kornuit	nld	partner	ces	106
fellow	eng	partner	ces	106
mate	eng	partner	ces	106
partner	eng	partner	ces	106
sidekick	eng	partner	ces	106
date	eng	partner	ces	106
Verabredung	deu	partner	ces	106
compañera	spa	partner	ces	106
compañero	spa	partner	ces	106
partner	eng	partner	ces	106
партнёрша	rus	partner	ces	106
това́рищ	rus	partner	ces	106
compañero	spa	partner	ces	106
Kamerad	deu	partner	ces	106
Kumpel	deu	partner	ces	106
comrade	eng	partner	ces	106
friend	eng	partner	ces	106
partner	eng	partner	ces	106
camarade	fra	partner	ces	106
compagnon	fra	partner	ces	106
kameraad	nld	partner	ces	106
maat	nld	partner	ces	106
makker	nld	partner	ces	106
товарищ	rus	partner	ces	106
camarada	spa	partner	ces	106
compañero	spa	partner	ces	106
Kamerad	deu	partner	ces	106
Kollege	deu	partner	ces	106
Kumpel	deu	partner	ces	106
buddy	eng	partner	ces	106
comrade	eng	partner	ces	106
friend	eng	partner	ces	106
partner	eng	partner	ces	106
ami	fra	partner	ces	106
camarade	fra	partner	ces	106
collègue	fra	partner	ces	106
compagnon	fra	partner	ces	106
copain	fra	partner	ces	106
copine	fra	partner	ces	106
compagnon	nld	partner	ces	106
kameraad	nld	partner	ces	106
kornuit	nld	partner	ces	106
maat	nld	partner	ces	106
maatje	nld	partner	ces	106
makker	nld	partner	ces	106
vriend	nld	partner	ces	106
приятель	rus	partner	ces	106
товарищ	rus	partner	ces	106
acompañante	spa	partner	ces	106
camarada	spa	partner	ces	106
colega	spa	partner	ces	106
compañero	spa	partner	ces	106
Mitarbeiter	deu	partner	ces	106
partner	eng	partner	ces	106
collègue	fra	partner	ces	106
compagnon	nld	partner	ces	106
сотрудник	rus	partner	ces	106
товарищ	rus	partner	ces	106
партнёрша	rus	partnerka	ces	106
партнерша	rus	partnerka	ces	106
Partnerin	deu	partnerka	ces	106
date	eng	partnerka	ces	106
Verabredung	deu	partnerka	ces	106
compañera	spa	partnerka	ces	106
compañero	spa	partnerka	ces	106
company	eng	partnerství	ces	106
partisane	fra	partyzán	ces	106
partisane	fra	partyzánský	ces	106
модница	rus	parádnice	ces	106
франтиха	rus	parádnice	ces	106
модница	rus	parádnice	ces	106
щеголиха	rus	parádnice	ces	106
sidekick	eng	parťák	ces	106
sidekick	eng	parťák	ces	106
sidekick	eng	parťák	ces	106
camarade	fra	parťák	ces	106
пастушка	rus	pasačka	ces	106
пастушка	rus	pasačka	ces	106
пассажирка	rus	pasažérka	ces	106
Passagierine	deu	pasažérka	ces	106
Insasse	deu	pasažér	ces	106
Insasse	deu	pasažér	ces	106
passager	fra	pasažér	ces	106
Insasse	deu	pasažér	ces	106
voyageur	fra	pasažér	ces	106
passager	fra	pasažér	ces	106
пассажирка	rus	pasažér	ces	106
viajero	spa	pasažér	ces	106
Reisender	deu	pasažér	ces	106
guest	eng	pasažér	ces	106
voyageur	fra	pasažér	ces	106
пассажирка	rus	pasažér	ces	106
путешественник	rus	pasažér	ces	106
путешественница	rus	pasažér	ces	106
путник	rus	pasažér	ces	106
crayon	eng	pastel	ces	106
пастель	rus	pastel	ces	106
crayon	eng	pastel	ces	106
pastel	fra	pastel	ces	106
crayon	eng	pastel	ces	106
Buntstift	deu	pastel	ces	106
Farbstift	deu	pastel	ces	106
Kreide	deu	pastel	ces	106
Malstift	deu	pastel	ces	106
Stift	deu	pastel	ces	106
Wachsmalstift	deu	pastel	ces	106
Zeichenstift	deu	pastel	ces	106
craie	fra	pastel	ces	106
crayon	fra	pastel	ces	106
pastelle	fra	pastel	ces	106
kleurpotlood	nld	pastel	ces	106
пастель	rus	pastel	ces	106
цветной карандаш	rus	pastel	ces	106
crayón	spa	pastel	ces	106
creyón	spa	pastel	ces	106
tiza	spa	pastel	ces	106
shepherd	eng	pastevec	ces	106
пастух	rus	pastevec	ces	106
shepherd	eng	pastevec	ces	106
shepherd	eng	pastevec	ces	106
herder	nld	pastevec	ces	106
berger	fra	pastevec	ces	106
shepherdess	eng	pastevec	ces	106
shepherd	eng	pastevec	ces	106
пастух	rus	pastevec	ces	106
berger	fra	pastevec	ces	106
herder	nld	pastevec	ces	106
Schafhirt	deu	pastevec	ces	106
shepherd	eng	pastevec	ces	106
пастух	rus	pastevec	ces	106
пастух	rus	pastevec	ces	106
berger	fra	pastevec	ces	106
Schafhirt	deu	pastevec	ces	106
berger	fra	pastevec	ces	106
herder	nld	pastevec	ces	106
schaapherder	nld	pastevec	ces	106
пастух	rus	pastevec	ces	106
crayon	eng	pastelka	ces	106
Pastellstift	deu	pastelka	ces	106
Farbstift	deu	pastelka	ces	106
crayon de couleur	fra	pastelka	ces	106
crayon	eng	pastelka	ces	106
Zeichenstift	deu	pastelka	ces	106
pastel	fra	pastelka	ces	106
kleurpotlood	nld	pastelka	ces	106
пасте́ль	rus	pastelka	ces	106
цветно́й каранда́ш	rus	pastelka	ces	106
crayón	spa	pastelka	ces	106
creyón	spa	pastelka	ces	106
Buntstift	deu	pastelka	ces	106
coloured pencil	eng	pastelka	ces	106
crayon de couleur	fra	pastelka	ces	106
Buntstift	deu	pastelka	ces	106
Farbstift	deu	pastelka	ces	106
Kreide	deu	pastelka	ces	106
Malstift	deu	pastelka	ces	106
Stift	deu	pastelka	ces	106
Wachsmalstift	deu	pastelka	ces	106
Zeichenstift	deu	pastelka	ces	106
craie	fra	pastelka	ces	106
crayon	fra	pastelka	ces	106
pastelle	fra	pastelka	ces	106
kleurpotlood	nld	pastelka	ces	106
пастель	rus	pastelka	ces	106
цветной карандаш	rus	pastelka	ces	106
crayón	spa	pastelka	ces	106
creyón	spa	pastelka	ces	106
tiza	spa	pastelka	ces	106
pastel	fra	pastelový	ces	106
pastel	fra	pastelový	ces	106
Schafhirt	deu	pastýř	ces	106
herder	nld	pastýř	ces	106
schaapherder	nld	pastýř	ces	106
berger	fra	pastýř	ces	106
shepherd	eng	pastýř	ces	106
пастух	rus	pastýř	ces	106
пастух	rus	pastýř	ces	106
пастух	rus	pastýř	ces	106
shepherd	eng	pastýř	ces	106
berger	fra	pastýř	ces	106
shepherd	eng	pastýř	ces	106
herder	nld	pastýř	ces	106
berger	fra	pastýř	ces	106
пастух	rus	pastýř	ces	106
herder	nld	pastýř	ces	106
shepherd	eng	pastýř	ces	106
Schafhirtin	deu	pastýř	ces	106
Schäferin	deu	pastýř	ces	106
Schafhirt	deu	pastýř	ces	106
berger	fra	pastýř	ces	106
bergère	fra	pastýř	ces	106
schaapherder	nld	pastýř	ces	106
herder	nld	pastýř	ces	106
berger	fra	pastýř	ces	106
shepherdess	eng	pastýř	ces	106
shepherd	eng	pastýř	ces	106
пастух	rus	pastýř	ces	106
berger	fra	pastýř	ces	106
herder	nld	pastýř	ces	106
Schafhirt	deu	pastýř	ces	106
shepherd	eng	pastýř	ces	106
пастух	rus	pastýř	ces	106
пастух	rus	pastýř	ces	106
berger	fra	pastýř	ces	106
Schäferin	deu	pastýř	ces	106
Schafhirt	deu	pastýř	ces	106
shepherd	eng	pastýř	ces	106
berger	fra	pastýř	ces	106
Schafhirt	deu	pastýř	ces	106
berger	fra	pastýř	ces	106
herder	nld	pastýř	ces	106
schaapherder	nld	pastýř	ces	106
пастух	rus	pastýř	ces	106
herder	nld	pastýř	ces	106
пастух	rus	pastýř	ces	106
pastora	spa	pastýř	ces	106
herder	nld	pastýř	ces	106
пастух	rus	pastýř	ces	106
pastora	spa	pastýř	ces	106
Hirtin	deu	pastýř	ces	106
Pastorin	deu	pastýř	ces	106
Schafhirt	deu	pastýř	ces	106
Schafhirtin	deu	pastýř	ces	106
Schäferin	deu	pastýř	ces	106
poinsettia	eng	pastýř	ces	106
shepherd	eng	pastýř	ces	106
shepherdess	eng	pastýř	ces	106
berger	fra	pastýř	ces	106
bergère	fra	pastýř	ces	106
pastoure	fra	pastýř	ces	106
herderin	nld	pastýř	ces	106
herderinnetje	nld	pastýř	ces	106
schaapherder	nld	pastýř	ces	106
schaapherderin	nld	pastýř	ces	106
schapenhoedster	nld	pastýř	ces	106
пастушка	rus	pastýř	ces	106
shepherdess	eng	pastýřka	ces	106
пастушка	rus	pastýřka	ces	106
пастушка	rus	pastýřka	ces	106
shepherdess	eng	pastýřka	ces	106
Schäferin	deu	pastýřka	ces	106
pastora	spa	pastýřka	ces	106
Schäferin	deu	pastýřka	ces	106
shepherdess	eng	pastýřka	ces	106
herder	nld	pastýřka	ces	106
пастух	rus	pastýřka	ces	106
pastora	spa	pastýřka	ces	106
Hirtin	deu	pastýřka	ces	106
Pastorin	deu	pastýřka	ces	106
Schafhirt	deu	pastýřka	ces	106
Schafhirtin	deu	pastýřka	ces	106
Schäferin	deu	pastýřka	ces	106
poinsettia	eng	pastýřka	ces	106
shepherd	eng	pastýřka	ces	106
shepherdess	eng	pastýřka	ces	106
berger	fra	pastýřka	ces	106
bergère	fra	pastýřka	ces	106
pastoure	fra	pastýřka	ces	106
herderin	nld	pastýřka	ces	106
herderinnetje	nld	pastýřka	ces	106
schaapherder	nld	pastýřka	ces	106
schaapherderin	nld	pastýřka	ces	106
schapenhoedster	nld	pastýřka	ces	106
пастушка	rus	pastýřka	ces	106
падчерица	rus	pastorkyně	ces	106
падчерица	rus	pastorkyně	ces	106
Stieftochter	deu	pastorkyně	ces	106
stiefdochter	nld	pastorkyně	ces	106
belle-fille	fra	pastorkyně	ces	106
stepdaughter	eng	pastorkyně	ces	106
hijastra	spa	pastorkyně	ces	106
падчерица	rus	pastorkyně	ces	106
belle-fille	fra	pastorkyně	ces	106
Stiefttochter	deu	pastorkyně	ces	106
stepdaughter	eng	pastorkyně	ces	106
падчерица	rus	pastorkyně	ces	106
hijastra	spa	pastorkyně	ces	106
herder	nld	pastucha	ces	106
berger	fra	pastucha	ces	106
пастух	rus	pastucha	ces	106
-n	deu	pastvina	ces	106
fancy man	eng	pasák	ces	106
hustler	eng	pasák	ces	106
shepherd	eng	pasák	ces	106
пастух	rus	pasák	ces	106
пастух	rus	pasák	ces	106
пастух	rus	pasák	ces	106
shepherd	eng	pasák	ces	106
whoremonger	eng	pasák	ces	106
fancy man	eng	pasák	ces	106
hustler	eng	pasák	ces	106
maquereau	fra	pasák	ces	106
Zuhälter	deu	pasák	ces	106
hustler	eng	pasák	ces	106
shepherd	eng	pasák	ces	106
herder	nld	pasák	ces	106
Kuppler	deu	pasák	ces	106
Lude	deu	pasák	ces	106
Zuhälter	deu	pasák	ces	106
mac	fra	pasák	ces	106
proxénète	fra	pasák	ces	106
maquereau	fra	pasák	ces	106
souteneur	fra	pasák	ces	106
pooier	nld	pasák	ces	106
сутенёр	rus	pasák	ces	106
shepherd	eng	pasák	ces	106
Schafhirtin	deu	pasák	ces	106
Schäferin	deu	pasák	ces	106
Schafhirt	deu	pasák	ces	106
berger	fra	pasák	ces	106
bergère	fra	pasák	ces	106
schaapherder	nld	pasák	ces	106
herder	nld	pasák	ces	106
Zuhälterin	deu	pasák	ces	106
Zuhälter	deu	pasák	ces	106
proxénète	fra	pasák	ces	106
maquerelle	fra	pasák	ces	106
maquereau	fra	pasák	ces	106
souteneur	fra	pasák	ces	106
pooier	nld	pasák	ces	106
сводник	rus	pasák	ces	106
сводня	rus	pasák	ces	106
сутенёр	rus	pasák	ces	106
proxénète	fra	pasák	ces	106
Zuhälter	deu	pasák	ces	106
berger	fra	pasák	ces	106
herder	nld	pasák	ces	106
Schafhirt	deu	pasák	ces	106
shepherd	eng	pasák	ces	106
пастух	rus	pasák	ces	106
пастух	rus	pasák	ces	106
berger	fra	pasák	ces	106
maquereau	fra	pasák	ces	106
Lude	deu	pasák	ces	106
Zuhälter	deu	pasák	ces	106
mac	eng	pasák	ces	106
whoremonger	eng	pasák	ces	106
ponce	eng	pasák	ces	106
ruffian	fra	pasák	ces	106
mac	fra	pasák	ces	106
souteneur	fra	pasák	ces	106
proxénète	fra	pasák	ces	106
Schafhirt	deu	pasák	ces	106
berger	fra	pasák	ces	106
herder	nld	pasák	ces	106
schaapherder	nld	pasák	ces	106
пастух	rus	pasák	ces	106
Kuppler	deu	pasák	ces	106
Kupplerin	deu	pasák	ces	106
Lude	deu	pasák	ces	106
Zuhälter	deu	pasák	ces	106
jules	fra	pasák	ces	106
mac	fra	pasák	ces	106
maquereau	fra	pasák	ces	106
proxénète	fra	pasák	ces	106
ruffian	fra	pasák	ces	106
souteneur	fra	pasák	ces	106
сводник	rus	pasák	ces	106
сводня	rus	pasák	ces	106
сутенёр	rus	pasák	ces	106
Gevatterin	deu	pasák	ces	106
Lude	deu	pasák	ces	106
Schadchen	deu	pasák	ces	106
Zuhälter	deu	pasák	ces	106
bawd	eng	pasák	ces	106
celestine	eng	pasák	ces	106
mac	eng	pasák	ces	106
ponce	eng	pasák	ces	106
whoremonger	eng	pasák	ces	106
jules	fra	pasák	ces	106
mac	fra	pasák	ces	106
maquereau	fra	pasák	ces	106
proxénète	fra	pasák	ces	106
ruffian	fra	pasák	ces	106
souteneur	fra	pasák	ces	106
pooier	nld	pasák	ces	106
souteneur	nld	pasák	ces	106
сводник	rus	pasák	ces	106
сводня	rus	pasák	ces	106
сутенёр	rus	pasák	ces	106
herder	nld	pasák	ces	106
пастух	rus	pasák	ces	106
pastora	spa	pasák	ces	106
Lude	deu	pasák	ces	106
Zuhälter	deu	pasák	ces	106
jules	fra	pasák	ces	106
mac	fra	pasák	ces	106
maquereau	fra	pasák	ces	106
proxénète	fra	pasák	ces	106
ruffian	fra	pasák	ces	106
souteneur	fra	pasák	ces	106
pooier	nld	pasák	ces	106
souteneur	nld	pasák	ces	106
сводник	rus	pasák	ces	106
сутенёр	rus	pasák	ces	106
berger	fra	pasáček	ces	106
herder	nld	pasáček	ces	106
Schafhirt	deu	pasáček	ces	106
shepherd	eng	pasáček	ces	106
пастух	rus	pasáček	ces	106
père	fra	paternita	ces	106
подлиза	rus	patolízal	ces	106
подлиза	rus	patolízal	ces	106
подлиза	rus	patolízal	ces	106
krank	deu	patologický	ces	106
патриотка	rus	patriotka	ces	106
патриотка	rus	patriotka	ces	106
patriote	fra	patriotka	ces	106
Patriotin	deu	patriotka	ces	106
patriote	fra	patriot	ces	106
Patriotin	deu	patriot	ces	106
nationaliste	fra	patriot	ces	106
patriote	fra	patriot	ces	106
patriote	fra	patriotický	ces	106
patroness	eng	patronka	ces	106
патронесса	rus	patronka	ces	106
покровительница	rus	patronka	ces	106
patronne	fra	patronka	ces	106
Patronin	deu	patronka	ces	106
patroness	eng	patronka	ces	106
patronage	eng	patronát	ces	106
a	spa	patřit	ces	106
-e	deu	pavučina	ces	106
Narr	deu	paňáca	ces	106
Narr	deu	paňáca	ces	106
Trottel	deu	paňáca	ces	106
fool	eng	paňáca	ces	106
patty	eng	paštička	ces	106
Fleischpastete	deu	paštička	ces	106
Pastetchen	deu	paštička	ces	106
tichel	nld	pašák	ces	106
contrabandista	spa	pašerák	ces	106
contrabandista	spa	pašerák	ces	106
contrabandista	spa	pašerák	ces	106
Schmugglerin	deu	pašerák	ces	106
marchand	fra	pašerák	ces	106
Schmugglerin	deu	pašerák	ces	106
contrabandista	spa	pašerák	ces	106
оружие	rus	paže	ces	106
горн	rus	pec	ces	106
cuisinière	fra	pec	ces	106
animateur	fra	pedagog volného času	ces	106
Animator	deu	pedagog volného času	ces	106
Psychologe	deu	pedagogický psycholog	ces	106
psychologue	fra	pedagogický psycholog	ces	106
psychologist	eng	pedagogický psycholog	ces	106
psicólogo	spa	pedagogický psycholog	ces	106
учитель	rus	pedagog	ces	106
Vorgesetzte	deu	pedant	ces	106
professeur	fra	pedagogie	ces	106
professeur	fra	pedagogie	ces	106
professeur	fra	pedagogika	ces	106
professeur	fra	pedagogika	ces	106
pedicurist	eng	pedikérka	ces	106
педикюрша	rus	pedikérka	ces	106
pedicurist	eng	pedikérka	ces	106
Pediküre	deu	pedikérka	ces	106
pedicurist	eng	pedikérka	ces	106
pedicurist	eng	pedikér	ces	106
pedicurist	eng	pedikér	ces	106
pedicurist	eng	pedikér	ces	106
pedicurist	eng	pedikér	ces	106
Pediküre	deu	pedikér	ces	106
pedicurist	eng	pedikér	ces	106
Pediküre	deu	pedikúra	ces	106
Pediküre	deu	pedikúra	ces	106
Pediküre	deu	pedikúra	ces	106
peeress	eng	peerka	ces	106
peeress	eng	peerka	ces	106
peeress	eng	peerka	ces	106
Dame	deu	peerka	ces	106
Edelfrau	deu	peerka	ces	106
Lady Amherst’s pheasant	eng	peerka	ces	106
дворянка	rus	peerka	ces	106
baker	eng	pekařka	ces	106
булочница	rus	pekařka	ces	106
baker	eng	pekařka	ces	106
baker	eng	pekař	ces	106
baker	eng	pekař	ces	106
baker	eng	pekař	ces	106
baker	eng	pekař	ces	106
baker	eng	pekař	ces	106
baker	eng	pekař	ces	106
baker	eng	pekař	ces	106
baker	eng	pekař	ces	106
baker	eng	pekař	ces	106
baker	eng	pekař	ces	106
гусятница	rus	pekáč	ces	106
pan	nld	pekáč	ces	106
-n	deu	peklo	ces	106
baker	eng	pekařství	ces	106
member	eng	penis	ces	106
member	eng	penis	ces	106
member	eng	penis	ces	106
member	eng	penis	ces	106
membre	fra	penis	ces	106
член	rus	penis	ces	106
member	eng	penis	ces	106
member	eng	penis	ces	106
membre	fra	penis	ces	106
member	eng	penis	ces	106
membre	fra	penis	ces	106
pensioner	eng	penzista	ces	106
pensioner	eng	penzista	ces	106
Pensionär	deu	penzista	ces	106
pensioentrekker	nld	penzista	ces	106
Pensionär	deu	penzista	ces	106
pensioner	eng	penzista	ces	106
Pensionär	deu	penzista	ces	106
Rentnerin	deu	penzista	ces	106
pensioner	eng	penzista	ces	106
pensioentrekker	nld	penzista	ces	106
пенсионерка	rus	penzista	ces	106
студент	rus	penzista	ces	106
пенсионерка	rus	penzistka	ces	106
пенсионерка	rus	penzistka	ces	106
Rentnerin	deu	penzistka	ces	106
portefeuille	fra	peněženka	ces	106
portefeuille	fra	peněženka	ces	106
portefeuille	fra	peněženka	ces	106
Aktenkoffer	deu	peněženka	ces	106
Aktentasche	deu	peněženka	ces	106
briefcase	eng	peněženka	ces	106
porte-documents	fra	peněženka	ces	106
portefeuille	fra	peněženka	ces	106
aktetas	nld	peněženka	ces	106
maletín	spa	peněženka	ces	106
portefeuille	fra	peněženka	ces	106
Aktenkoffer	deu	peněženka	ces	106
briefcase	eng	peněženka	ces	106
porte-documents	fra	peněženka	ces	106
portefeuille	fra	peněženka	ces	106
maletín	spa	peněženka	ces	106
banker	eng	peněžník	ces	106
perfide	fra	perfidní	ces	106
punch	eng	perforovat	ces	106
punch	eng	perforovat	ces	106
perforeuse	fra	perforovací stroj	ces	106
hechicera	spa	perleťovec dvouřadý	ces	106
Schlegel	deu	perlík	ces	106
Hammer	deu	perlík	ces	106
mallet	eng	perlík	ces	106
mazo	spa	perlík	ces	106
Stift	deu	pero	ces	106
empleado	spa	personál	ces	106
Mitarbeiter	deu	personál	ces	106
pursuit	eng	perzekuce	ces	106
modèle	fra	perzonifikace	ces	106
Hündin	deu	pes	ces	106
-e	deu	pes	ces	106
chienne	fra	pes	ces	106
teef	nld	pes	ces	106
perra	spa	pes	ces	106
perra	spa	pes	ces	106
пестик	rus	pestík	ces	106
пестик	rus	pestík	ces	106
stamper	nld	pestík	ces	106
stamper	nld	pestík	ces	106
пестик	rus	pestík	ces	106
stamper	nld	pestík	ces	106
пестик	rus	pestík	ces	106
géologue	fra	petrologové	ces	106
case	eng	pevný obal	ces	106
tender	eng	pečovatel	ces	106
tender	eng	pečovatel	ces	106
Pfleger	deu	pečovatel	ces	106
Betreuer	deu	pečovatel	ces	106
tender	eng	pečovatel	ces	106
carer	eng	pečovatel	ces	106
Betreuer	deu	pečovatel	ces	106
Betreuerin	deu	pečovatel	ces	106
soignante	fra	pečovatel	ces	106
soignant	fra	pečovatel	ces	106
verzorger	nld	pečovatel	ces	106
медсестра́	rus	pečovatel	ces	106
ня́ня	rus	pečovatel	ces	106
сиде́лка	rus	pečovatel	ces	106
ня́нька	rus	pečovatel	ces	106
prince	eng	pečárka císařská	ces	106
prince	eng	pečárka císařská	ces	106
Pflegerin	deu	pečovatelka	ces	106
carer	eng	pečovatelka	ces	106
Betreuer	deu	pečovatelka	ces	106
Betreuerin	deu	pečovatelka	ces	106
soignante	fra	pečovatelka	ces	106
soignant	fra	pečovatelka	ces	106
verzorger	nld	pečovatelka	ces	106
медсестра́	rus	pečovatelka	ces	106
ня́ня	rus	pečovatelka	ces	106
сиде́лка	rus	pečovatelka	ces	106
ня́нька	rus	pečovatelka	ces	106
nurse	eng	pečovat	ces	106
Sklave	deu	peón	ces	106
pianist	eng	pianista	ces	106
пианист	rus	pianista	ces	106
pianist	eng	pianista	ces	106
Pianist	deu	pianista	ces	106
Klavierspieler	deu	pianista	ces	106
pianist	nld	pianista	ces	106
pianist	eng	pianista	ces	106
Klavierspieler	deu	pianista	ces	106
Pianist	deu	pianista	ces	106
Pianistin	deu	pianista	ces	106
Klavierspielerin	deu	pianista	ces	106
pianiste	fra	pianista	ces	106
pianist	nld	pianista	ces	106
pianista	spa	pianista	ces	106
pianiste	fra	pianista	ces	106
Klavierspieler	deu	pianista	ces	106
Pianist	deu	pianista	ces	106
Pianistin	deu	pianista	ces	106
Klavierspielerin	deu	pianista	ces	106
piano player	eng	pianista	ces	106
pianist	eng	pianista	ces	106
pianist	nld	pianista	ces	106
pianiste	nld	pianista	ces	106
пианист	rus	pianista	ces	106
pianista	spa	pianista	ces	106
pianist	eng	pianista	ces	106
pianiste	fra	pianista	ces	106
pianista	spa	pianista	ces	106
Pianist	deu	pianista	ces	106
пианист	rus	pianista	ces	106
Klavierspieler	deu	pianista	ces	106
Klavierspielerin	deu	pianista	ces	106
Pianist	deu	pianista	ces	106
Pianistin	deu	pianista	ces	106
pianist	eng	pianista	ces	106
piano player	eng	pianista	ces	106
pianiste	fra	pianista	ces	106
pianist	nld	pianista	ces	106
pianiste	nld	pianista	ces	106
пианист	rus	pianista	ces	106
пианистка	rus	pianista	ces	106
фортепьянист	rus	pianista	ces	106
pianista	spa	pianista	ces	106
Pianistin	deu	pianistka	ces	106
Klavierspielerin	deu	pianistka	ces	106
pianist	eng	pianistka	ces	106
pianiste	fra	pianistka	ces	106
пианистка	rus	pianistka	ces	106
pianista	spa	pianistka	ces	106
nain	fra	pidimužík	ces	106
naine	fra	pidimužík	ces	106
nain	fra	pidimužík	ces	106
naine	fra	pidimužík	ces	106
nain	fra	pidimužík	ces	106
nain	fra	pidimužík	ces	106
naine	fra	pidimužík	ces	106
pata	spa	piedestal	ces	106
drinker	eng	pijan	ces	106
пьяница	rus	pijan	ces	106
пьяница	rus	pijan	ces	106
drinker	eng	pijan	ces	106
drinker	eng	pijan	ces	106
Alkoholikerin	deu	pijan	ces	106
alcoolique	fra	pijan	ces	106
пьяница	rus	pijan	ces	106
пьяница	rus	pijan	ces	106
alcoolique	fra	pijan	ces	106
пьяница	rus	pijan	ces	106
alcoolique	fra	pijan	ces	106
пьяница	rus	pijan	ces	106
fool	eng	pijan	ces	106
Alkoholikerin	deu	pijan	ces	106
alcoolique	fra	pijan	ces	106
пьяница	rus	pijan	ces	106
drinker	eng	piják	ces	106
пьяница	rus	piják	ces	106
пьяница	rus	piják	ces	106
drinker	eng	piják	ces	106
drinker	eng	piják	ces	106
пьяница	rus	piják	ces	106
alcoolique	fra	piják	ces	106
пьяница	rus	piják	ces	106
fool	eng	piják	ces	106
Alkoholikerin	deu	piják	ces	106
alcoolique	fra	piják	ces	106
пьяница	rus	piják	ces	106
trabajador	spa	pilný	ces	106
trabajador	spa	pilný	ces	106
-n	deu	pilník	ces	106
Sklave	deu	pilný pracovník	ces	106
Sklavin	deu	pilný pracovník	ces	106
slave	eng	pilný pracovník	ces	106
esclave	fra	pilný pracovník	ces	106
slaaf	nld	pilný pracovník	ces	106
раб	rus	pilný pracovník	ces	106
рабыня	rus	pilný pracovník	ces	106
esclava	spa	pilný pracovník	ces	106
esclavo	spa	pilný pracovník	ces	106
лётчица	rus	pilot	ces	106
aviateur	fra	pilot	ces	106
aviateur	fra	pilot	ces	106
aviateur	fra	pilot	ces	106
лётчица	rus	pilotka	ces	106
aviatrix	eng	pilotka	ces	106
aviateur	fra	pilotka	ces	106
pin	eng	pin	ces	106
pin	eng	pin	ces	106
pin	eng	pin	ces	106
prophet	eng	pionýr	ces	106
profeet	nld	pionýr	ces	106
ziener	nld	pionýr	ces	106
prophet	eng	pionýr	ces	106
пионе́рка	rus	pionýr	ces	106
пионерка	rus	pionýrka	ces	106
pipe	eng	pipa	ces	106
patty	eng	pirožka	ces	106
patty	eng	pirožka	ces	106
patty	eng	pirožka	ces	106
Fleischpastete	deu	pirožka	ces	106
Pastetchen	deu	pirožka	ces	106
writer	eng	pisatel	ces	106
автор	rus	pisatel	ces	106
writer	eng	pisatel	ces	106
auteur	nld	pisatel	ces	106
stilist	nld	pisatel	ces	106
schrijver	nld	pisatel	ces	106
schrijfster	nld	pisatel	ces	106
writer	eng	pisatel	ces	106
Autor	deu	pisatel	ces	106
Schriftstellerin	deu	pisatel	ces	106
Verfasser	deu	pisatel	ces	106
Verfasserin	deu	pisatel	ces	106
author	eng	pisatel	ces	106
composer	eng	pisatel	ces	106
poet	eng	pisatel	ces	106
writer	eng	pisatel	ces	106
auteur	fra	pisatel	ces	106
écrivain	fra	pisatel	ces	106
auteur	nld	pisatel	ces	106
bedenker	nld	pisatel	ces	106
schrijfster	nld	pisatel	ces	106
schrijver	nld	pisatel	ces	106
stilist	nld	pisatel	ces	106
убийца	rus	pistolník	ces	106
idiot	eng	pitomec	ces	106
idiot	eng	pitomec	ces	106
дурень	rus	pitomec	ces	106
idiot	eng	pitomec	ces	106
fool	eng	pitomec	ces	106
idiot	fra	pitomec	ces	106
imbécile	fra	pitomec	ces	106
Trottel	deu	pitomec	ces	106
idiot	eng	pitomec	ces	106
fool	eng	pitomec	ces	106
Narr	deu	pitomec	ces	106
Trottel	deu	pitomec	ces	106
Dummkopf	deu	pitomec	ces	106
Tor	deu	pitomec	ces	106
idiot	fra	pitomec	ces	106
imbécile	fra	pitomec	ces	106
tonto	spa	pitomec	ces	106
Trottel	deu	pitomec	ces	106
crétin	fra	pitomec	ces	106
Dummerchen	deu	pitomec	ces	106
Dummkopf	deu	pitomec	ces	106
Esel	deu	pitomec	ces	106
Hohlkopf	deu	pitomec	ces	106
Idiot	deu	pitomec	ces	106
Schwachkopf	deu	pitomec	ces	106
fool	eng	pitomec	ces	106
idiot	eng	pitomec	ces	106
balourd	fra	pitomec	ces	106
idiot	fra	pitomec	ces	106
imbécile	fra	pitomec	ces	106
sot	fra	pitomec	ces	106
ezel	nld	pitomec	ces	106
Blödmann	deu	pitomec	ces	106
Depp	deu	pitomec	ces	106
Dummerchen	deu	pitomec	ces	106
Dummkopf	deu	pitomec	ces	106
Einfaltspinsel	deu	pitomec	ces	106
Esel	deu	pitomec	ces	106
Hohlkopf	deu	pitomec	ces	106
Hornochse	deu	pitomec	ces	106
Idiot	deu	pitomec	ces	106
Narr	deu	pitomec	ces	106
Schwachkopf	deu	pitomec	ces	106
Tor	deu	pitomec	ces	106
Tropf	deu	pitomec	ces	106
